Data,3,device_info,timestamp,"896018504",s,manufacturer,"1",,garmin_product,"1620",,software_version,"3.0",,device_index,"2",,device_type,"0",,source_type,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,4,unknown,unknown,"896018504",,unknown,"2",,unknown,"2",,unknown,"1",,unknown,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Definition,9,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,altitude,1,,speed,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018545",s,position_lat,"504719750",semicircles,position_long,"-998493490",semicircles,distance,"10.87",m,altitude,"285.79999999999995",m,speed,"1.773",m/s,unknown,"3929",,unknown,"1002",,enhanced_altitude,"285.79999999999995",m,enhanced_speed,"1.773",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018560",s,position_lat,"504717676",semicircles,position_long,"-998501870",semicircles,distance,"71.85",m,altitude,"285.0",m,speed,"5.533",m/s,unknown,"3924",,unknown,"1001",,enhanced_altitude,"285.0",m,enhanced_speed,"5.533",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018566",s,position_lat,"504716354",semicircles,position_long,"-998506792",semicircles,distance,"108.02",m,altitude,"284.0",m,speed,"6.485",m/s,unknown,"3919",,unknown,"1001",,enhanced_altitude,"284.0",m,enhanced_speed,"6.485",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018575",s,position_lat,"504714055",semicircles,position_long,"-998515244",semicircles,distance,"170.23",m,altitude,"284.0",m,speed,"6.951",m/s,unknown,"3919",,unknown,"1001",,enhanced_altitude,"284.0",m,enhanced_speed,"6.951",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018584",s,position_lat,"504711900",semicircles,position_long,"-998523278",semicircles,distance,"229.27",m,altitude,"285.0",m,speed,"6.224",m/s,unknown,"3924",,unknown,"1001",,enhanced_altitude,"285.0",m,enhanced_speed,"6.224",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018594",s,position_lat,"504709729",semicircles,position_long,"-998531192",semicircles,distance,"287.58",m,altitude,"286.20000000000005",m,speed,"5.561",m/s,unknown,"3930",,unknown,"1001",,enhanced_altitude,"286.20000000000005",m,enhanced_speed,"5.561",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018606",s,position_lat,"504707299",semicircles,position_long,"-998540018",semicircles,distance,"352.64",m,altitude,"286.79999999999995",m,speed,"5.281",m/s,unknown,"3933",,unknown,"1001",,enhanced_altitude,"286.79999999999995",m,enhanced_speed,"5.281",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018613",s,position_lat,"504705967",semicircles,position_long,"-998544934",semicircles,distance,"388.81",m,altitude,"287.4",m,speed,"5.029",m/s,unknown,"3936",,unknown,"1001",,enhanced_altitude,"287.4",m,enhanced_speed,"5.029",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018625",s,position_lat,"504703695",semicircles,position_long,"-998553170",semicircles,distance,"449.53",m,altitude,"288.0",m,speed,"5.402",m/s,unknown,"3939",,unknown,"1001",,enhanced_altitude,"288.0",m,enhanced_speed,"5.402",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018636",s,position_lat,"504701326",semicircles,position_long,"-998561924",semicircles,distance,"513.94",m,altitude,"287.20000000000005",m,speed,"6.485",m/s,unknown,"3935",,unknown,"1001",,enhanced_altitude,"287.20000000000005",m,enhanced_speed,"6.485",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018639",s,position_lat,"504700547",semicircles,position_long,"-998564668",semicircles,distance,"534.24",m,altitude,"286.20000000000005",m,speed,"6.979",m/s,unknown,"3930",,unknown,"1001",,enhanced_altitude,"286.20000000000005",m,enhanced_speed,"6.979",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018646",s,position_lat,"504698641",semicircles,position_long,"-998571568",semicircles,distance,"585.12",m,altitude,"285.20000000000005",m,speed,"7.493",m/s,unknown,"3925",,unknown,"1001",,enhanced_altitude,"285.20000000000005",m,enhanced_speed,"7.493",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018652",s,position_lat,"504696909",semicircles,position_long,"-998577942",semicircles,distance,"632.04",m,altitude,"283.79999999999995",m,speed,"8.034",m/s,unknown,"3918",,unknown,"1001",,enhanced_altitude,"283.79999999999995",m,enhanced_speed,"8.034",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018655",s,position_lat,"504695977",semicircles,position_long,"-998581247",semicircles,distance,"656.47",m,altitude,"282.79999999999995",m,speed,"8.155",m/s,unknown,"3913",,unknown,"1001",,enhanced_altitude,"282.79999999999995",m,enhanced_speed,"8.155",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018658",s,position_lat,"504695051",semicircles,position_long,"-998584562",semicircles,distance,"680.95",m,altitude,"281.6",m,speed,"8.034",m/s,unknown,"3907",,unknown,"1001",,enhanced_altitude,"281.6",m,enhanced_speed,"8.034",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018666",s,position_lat,"504692926",semicircles,position_long,"-998592970",semicircles,distance,"742.35",m,altitude,"281.79999999999995",m,speed,"7.017",m/s,unknown,"3909",,unknown,"1002",,enhanced_altitude,"281.79999999999995",m,enhanced_speed,"7.017",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018671",s,position_lat,"504692111",semicircles,position_long,"-998597619",semicircles,distance,"775.38",m,altitude,"282.6",m,speed,"6.401",m/s,unknown,"3912",,unknown,"1001",,enhanced_altitude,"282.6",m,enhanced_speed,"6.401",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018681",s,position_lat,"504691299",semicircles,position_long,"-998606407",semicircles,distance,"836.63",m,altitude,"282.79999999999995",m,speed,"5.962",m/s,unknown,"3913",,unknown,"1001",,enhanced_altitude,"282.79999999999995",m,enhanced_speed,"5.962",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018688",s,position_lat,"504691173",semicircles,position_long,"-998612263",semicircles,distance,"877.12",m,altitude,"283.6",m,speed,"5.654",m/s,unknown,"3918",,unknown,"1002",,enhanced_altitude,"283.6",m,enhanced_speed,"5.654",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018699",s,position_lat,"504690996",semicircles,position_long,"-998620769",semicircles,distance,"935.93",m,altitude,"284.79999999999995",m,speed,"4.889",m/s,unknown,"3923",,unknown,"1001",,enhanced_altitude,"284.79999999999995",m,enhanced_speed,"4.889",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018715",s,position_lat,"504690902",semicircles,position_long,"-998629455",semicircles,distance,"996.01",m,altitude,"285.20000000000005",m,speed,"2.286",m/s,unknown,"3925",,unknown,"1001",,enhanced_altitude,"285.20000000000005",m,enhanced_speed,"2.286",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018724",s,position_lat,"504690919",semicircles,position_long,"-998630192",semicircles,distance,"1001.45",m,altitude,"285.4",m,speed,"0.914",m/s,unknown,"3926",,unknown,"1001",,enhanced_altitude,"285.4",m,enhanced_speed,"0.914",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018743",s,position_lat,"504690924",semicircles,position_long,"-998630680",semicircles,distance,"1004.94",m,altitude,"285.6",m,speed,"1.717",m/s,unknown,"3927",,unknown,"1001",,enhanced_altitude,"285.6",m,enhanced_speed,"1.717",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018787",s,position_lat,"504691253",semicircles,position_long,"-998633926",semicircles,distance,"1028.6",m,altitude,"285.79999999999995",m,speed,"0.0",m/s,unknown,"3928",,unknown,"1001",,enhanced_altitude,"285.79999999999995",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018851",s,position_lat,"504691172",semicircles,position_long,"-998633950",semicircles,distance,"1029.89",m,altitude,"285.79999999999995",m,speed,"1.4",m/s,unknown,"3929",,unknown,"1002",,enhanced_altitude,"285.79999999999995",m,enhanced_speed,"1.4",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018868",s,position_lat,"504684780",semicircles,position_long,"-998633605",semicircles,distance,"1090.02",m,altitude,"286.20000000000005",m,speed,"5.328",m/s,unknown,"3930",,unknown,"1001",,enhanced_altitude,"286.20000000000005",m,enhanced_speed,"5.328",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018879",s,position_lat,"504677722",semicircles,position_long,"-998633704",semicircles,distance,"1155.74",m,altitude,"285.6",m,speed,"6.466",m/s,unknown,"3927",,unknown,"1001",,enhanced_altitude,"285.6",m,enhanced_speed,"6.466",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018882",s,position_lat,"504675542",semicircles,position_long,"-998633688",semicircles,distance,"1176.04",m,altitude,"284.79999999999995",m,speed,"6.951",m/s,unknown,"3923",,unknown,"1001",,enhanced_altitude,"284.79999999999995",m,enhanced_speed,"6.951",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018885",s,position_lat,"504673200",semicircles,position_long,"-998633697",semicircles,distance,"1197.85",m,altitude,"283.79999999999995",m,speed,"7.427",m/s,unknown,"3918",,unknown,"1001",,enhanced_altitude,"283.79999999999995",m,enhanced_speed,"7.427",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018893",s,position_lat,"504666467",semicircles,position_long,"-998633752",semicircles,distance,"1260.53",m,altitude,"282.79999999999995",m,speed,"7.968",m/s,unknown,"3913",,unknown,"1001",,enhanced_altitude,"282.79999999999995",m,enhanced_speed,"7.968",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018894",s,position_lat,"504665599",semicircles,position_long,"-998633751",semicircles,distance,"1268.62",m,altitude,"282.4",m,speed,"8.034",m/s,unknown,"3911",,unknown,"1001",,enhanced_altitude,"282.4",m,enhanced_speed,"8.034",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018899",s,position_lat,"504661165",semicircles,position_long,"-998633676",semicircles,distance,"1309.9",m,altitude,"281.4",m,speed,"8.342",m/s,unknown,"3906",,unknown,"1001",,enhanced_altitude,"281.4",m,enhanced_speed,"8.342",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018904",s,position_lat,"504656517",semicircles,position_long,"-998633739",semicircles,distance,"1353.18",m,altitude,"280.4",m,speed,"8.78",m/s,unknown,"3901",,unknown,"1001",,enhanced_altitude,"280.4",m,enhanced_speed,"8.78",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018907",s,position_lat,"504653635",semicircles,position_long,"-998633704",semicircles,distance,"1380.01",m,altitude,"279.20000000000005",m,speed,"8.92",m/s,unknown,"3895",,unknown,"1001",,enhanced_altitude,"279.20000000000005",m,enhanced_speed,"8.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018914",s,position_lat,"504646885",semicircles,position_long,"-998633610",semicircles,distance,"1442.86",m,altitude,"278.4",m,speed,"9.293",m/s,unknown,"3891",,unknown,"1001",,enhanced_altitude,"278.4",m,enhanced_speed,"9.293",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018915",s,position_lat,"504645873",semicircles,position_long,"-998633596",semicircles,distance,"1452.28",m,altitude,"278.0",m,speed,"9.452",m/s,unknown,"3889",,unknown,"1001",,enhanced_altitude,"278.0",m,enhanced_speed,"9.452",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018922",s,position_lat,"504638364",semicircles,position_long,"-998633928",semicircles,distance,"1522.3",m,altitude,"276.79999999999995",m,speed,"10.217",m/s,unknown,"3883",,unknown,"1001",,enhanced_altitude,"276.79999999999995",m,enhanced_speed,"10.217",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018924",s,position_lat,"504636279",semicircles,position_long,"-998634532",semicircles,distance,"1542.16",m,altitude,"275.20000000000005",m,speed,"9.592",m/s,unknown,"3875",,unknown,"1001",,enhanced_altitude,"275.20000000000005",m,enhanced_speed,"9.592",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018925",s,position_lat,"504635317",semicircles,position_long,"-998635011",semicircles,distance,"1551.71",m,altitude,"273.79999999999995",m,speed,"9.424",m/s,unknown,"3868",,unknown,"1001",,enhanced_altitude,"273.79999999999995",m,enhanced_speed,"9.424",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018930",s,position_lat,"504631201",semicircles,position_long,"-998637323",semicircles,distance,"1593.24",m,altitude,"272.6",m,speed,"6.951",m/s,unknown,"3862",,unknown,"1001",,enhanced_altitude,"272.6",m,enhanced_speed,"6.951",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018932",s,position_lat,"504630451",semicircles,position_long,"-998638943",semicircles,distance,"1606.45",m,altitude,"272.6",m,speed,"6.783",m/s,unknown,"3862",,unknown,"1001",,enhanced_altitude,"272.6",m,enhanced_speed,"6.783",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018935",s,position_lat,"504630652",semicircles,position_long,"-998641677",semicircles,distance,"1625.36",m,altitude,"272.6",m,speed,"6.102",m/s,unknown,"3862",,unknown,"1001",,enhanced_altitude,"272.6",m,enhanced_speed,"6.102",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018937",s,position_lat,"504630408",semicircles,position_long,"-998643369",semicircles,distance,"1637.28",m,altitude,"273.4",m,speed,"5.682",m/s,unknown,"3866",,unknown,"1001",,enhanced_altitude,"273.4",m,enhanced_speed,"5.682",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018938",s,position_lat,"504630203",semicircles,position_long,"-998644131",semicircles,distance,"1642.87",m,altitude,"273.79999999999995",m,speed,"5.589",m/s,unknown,"3868",,unknown,"1001",,enhanced_altitude,"273.79999999999995",m,enhanced_speed,"5.589",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018940",s,position_lat,"504629659",semicircles,position_long,"-998645557",semicircles,distance,"1653.94",m,altitude,"274.20000000000005",m,speed,"5.486",m/s,unknown,"3870",,unknown,"1001",,enhanced_altitude,"274.20000000000005",m,enhanced_speed,"5.486",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018946",s,position_lat,"504627046",semicircles,position_long,"-998648458",semicircles,distance,"1685.53",m,altitude,"274.20000000000005",m,speed,"4.908",m/s,unknown,"3870",,unknown,"1001",,enhanced_altitude,"274.20000000000005",m,enhanced_speed,"4.908",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018948",s,position_lat,"504626088",semicircles,position_long,"-998648999",semicircles,distance,"1695.2",m,altitude,"275.4",m,speed,"4.852",m/s,unknown,"3876",,unknown,"1001",,enhanced_altitude,"275.4",m,enhanced_speed,"4.852",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018949",s,position_lat,"504625585",semicircles,position_long,"-998649172",semicircles,distance,"1700.03",m,altitude,"275.20000000000005",m,speed,"4.861",m/s,unknown,"3875",,unknown,"1001",,enhanced_altitude,"275.20000000000005",m,enhanced_speed,"4.861",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018951",s,position_lat,"504624528",semicircles,position_long,"-998649402",semicircles,distance,"1709.99",m,altitude,"275.20000000000005",m,speed,"5.151",m/s,unknown,"3875",,unknown,"1001",,enhanced_altitude,"275.20000000000005",m,enhanced_speed,"5.151",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018953",s,position_lat,"504623425",semicircles,position_long,"-998649372",semicircles,distance,"1720.27",m,altitude,"274.79999999999995",m,speed,"5.402",m/s,unknown,"3874",,unknown,"1002",,enhanced_altitude,"274.79999999999995",m,enhanced_speed,"5.402",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018960",s,position_lat,"504618911",semicircles,position_long,"-998648141",semicircles,distance,"1763.29",m,altitude,"274.20000000000005",m,speed,"6.606",m/s,unknown,"3870",,unknown,"1001",,enhanced_altitude,"274.20000000000005",m,enhanced_speed,"6.606",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018962",s,position_lat,"504617469",semicircles,position_long,"-998648256",semicircles,distance,"1776.73",m,altitude,"273.79999999999995",m,speed,"6.755",m/s,unknown,"3868",,unknown,"1001",,enhanced_altitude,"273.79999999999995",m,enhanced_speed,"6.755",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018964",s,position_lat,"504616089",semicircles,position_long,"-998648760",semicircles,distance,"1790.05",m,altitude,"273.79999999999995",m,speed,"6.625",m/s,unknown,"3868",,unknown,"1001",,enhanced_altitude,"273.79999999999995",m,enhanced_speed,"6.625",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018966",s,position_lat,"504614850",semicircles,position_long,"-998649629",semicircles,distance,"1803.05",m,altitude,"273.6",m,speed,"6.476",m/s,unknown,"3867",,unknown,"1001",,enhanced_altitude,"273.6",m,enhanced_speed,"6.476",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018969",s,position_lat,"504613462",semicircles,position_long,"-998651542",semicircles,distance,"1821.57",m,altitude,"273.6",m,speed,"5.776",m/s,unknown,"3867",,unknown,"1001",,enhanced_altitude,"273.6",m,enhanced_speed,"5.776",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018972",s,position_lat,"504612723",semicircles,position_long,"-998653576",semicircles,distance,"1837.24",m,altitude,"274.4",m,speed,"4.899",m/s,unknown,"3871",,unknown,"1001",,enhanced_altitude,"274.4",m,enhanced_speed,"4.899",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018974",s,position_lat,"504612491",semicircles,position_long,"-998654944",semicircles,distance,"1846.94",m,altitude,"274.4",m,speed,"4.759",m/s,unknown,"3871",,unknown,"1001",,enhanced_altitude,"274.4",m,enhanced_speed,"4.759",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018980",s,position_lat,"504611674",semicircles,position_long,"-998658568",semicircles,distance,"1873.71",m,altitude,"274.79999999999995",m,speed,"4.488",m/s,unknown,"3873",,unknown,"1001",,enhanced_altitude,"274.79999999999995",m,enhanced_speed,"4.488",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018982",s,position_lat,"504610818",semicircles,position_long,"-998659191",semicircles,distance,"1882.77",m,altitude,"275.20000000000005",m,speed,"4.535",m/s,unknown,"3875",,unknown,"1001",,enhanced_altitude,"275.20000000000005",m,enhanced_speed,"4.535",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018984",s,position_lat,"504609895",semicircles,position_long,"-998659600",semicircles,distance,"1891.81",m,altitude,"275.4",m,speed,"4.432",m/s,unknown,"3876",,unknown,"1001",,enhanced_altitude,"275.4",m,enhanced_speed,"4.432",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018992",s,position_lat,"504607616",semicircles,position_long,"-998660706",semicircles,distance,"1914.78",m,altitude,"275.79999999999995",m,speed,"2.855",m/s,unknown,"3878",,unknown,"1001",,enhanced_altitude,"275.79999999999995",m,enhanced_speed,"2.855",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896018998",s,position_lat,"504607388",semicircles,position_long,"-998663713",semicircles,distance,"1935.73",m,altitude,"276.4",m,speed,"3.518",m/s,unknown,"3881",,unknown,"1001",,enhanced_altitude,"276.4",m,enhanced_speed,"3.518",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,9,record,timestamp,"896019004",s,position_lat,"504606997",semicircles,position_long,"-998666603",semicircles,distance,"1956.06",m,altitude,"277.6",m,speed,"3.303",m/s,unknown,"3887",,unknown,"1001",,enhanced_altitude,"277.6",m,enhanced_speed,"3.303",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
